AveMonthSpend,Age,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
86,36,Partial College,Professional,F,M,1,4,3,3,120509
86,36,Partial College,Professional,F,M,1,4,3,3,135804
89,36,High School,Professional,F,M,1,4,3,3,140060
91,36,Bachelors ,Management,F,M,1,2,3,3,140482
137,36,Bachelors ,Management,M,M,1,3,3,3,168325
73,42,High School,Professional,F,M,1,0,3,4,73921
70,42,Partial College,Professional,F,M,1,1,2,3,83813
67,42,High School,Professional,F,M,1,1,1,2,102558
66,42,High School,Professional,F,M,1,1,1,2,85632
97,42,High School,Professional,M,M,1,1,1,2,115194
95,42,High School,Professional,M,S,1,1,1,2,120858
67,43,Partial High School,Skilled Manual,M,S,1,2,0,2,82232
61,62,Partial College,Professional,M,M,1,2,0,3,52893
41,62,Graduate Degree,Management,F,S,0,2,0,2,77668
71,62,Graduate Degree,Management,M,M,1,2,0,4,121935
146,37,Partial College,Professional,M,M,1,3,4,5,111261
80,37,High School,Professional,F,S,0,3,3,4,110201
133,37,Partial College,Professional,M,M,1,1,3,3,135150
90,37,Partial College,Professional,F,M,0,4,3,3,123830
128,37,Partial College,Professional,M,S,1,4,3,4,179006
94,37,High School,Professional,F,M,1,2,4,5,138257
89,37,Partial College,Professional,F,M,1,2,3,3,139140
71,43,Partial High School,Skilled Manual,M,M,1,2,0,2,86181
51,43,Partial High School,Skilled Manual,F,M,0,2,0,2,64941
45,43,Partial High School,Skilled Manual,F,M,1,2,0,3,76978
51,44,Graduate Degree,Management,F,S,1,2,0,3,95805
87,44,Graduate Degree,Management,M,M,1,2,0,3,110058
80,44,Graduate Degree,Management,M,S,1,2,0,3,112125
50,44,Graduate Degree,Management,F,M,1,2,0,3,94534
51,44,Graduate Degree,Management,F,S,1,2,0,3,102312
56,44,Graduate Degree,Management,F,M,1,2,0,3,93202
54,44,Graduate Degree,Management,F,M,1,2,0,3,98464
74,45,Partial College,Professional,M,M,0,2,0,3,60177
44,45,Partial College,Professional,F,M,1,2,0,3,36530
43,60,Graduate Degree,Management,F,S,1,2,0,3,96665
49,60,Graduate Degree,Management,F,M,1,2,0,3,94524
78,60,Graduate Degree,Management,M,M,1,2,0,3,117591
52,60,Graduate Degree,Management,F,M,0,2,0,3,97921
71,59,Graduate Degree,Management,M,M,1,2,0,3,125204
46,59,Graduate Degree,Management,F,M,1,2,0,4,105359
45,59,Graduate Degree,Management,F,M,1,2,0,4,89800
67,59,Graduate Degree,Management,M,M,1,2,0,5,102542
47,59,Graduate Degree,Management,F,M,1,2,0,5,73765
52,59,Graduate Degree,Management,F,M,1,2,0,5,82610
75,59,Graduate Degree,Management,M,M,1,2,0,4,126913
74,58,Graduate Degree,Management,M,M,1,2,0,3,107731
74,58,Graduate Degree,Management,M,M,1,2,0,4,149577
48,57,Graduate Degree,Management,F,M,1,2,0,3,92665
54,57,Graduate Degree,Management,F,M,1,2,0,4,117061
81,57,Bachelors ,Management,M,M,1,2,0,4,129995
53,56,Bachelors ,Management,F,M,1,2,0,4,69763
70,56,Bachelors ,Management,M,M,1,2,0,4,84378
73,56,Bachelors ,Management,M,M,1,2,0,4,67507
48,56,Bachelors ,Management,F,M,1,2,0,4,60482
80,56,Graduate Degree,Management,M,M,1,2,0,3,118122
67,55,Bachelors ,Management,M,S,1,2,0,4,53026
73,50,Partial High School,Clerical,M,M,1,2,1,2,28665
42,50,Partial High School,Clerical,F,M,1,2,1,2,13179
59,50,High School,Skilled Manual,M,M,1,2,0,4,23251
67,50,Partial College,Clerical,M,M,0,2,0,2,50025
67,49,Partial High School,Clerical,M,M,1,2,1,2,23227
79,19,Partial College,Skilled Manual,M,M,1,2,0,0,81532
47,19,Partial College,Skilled Manual,F,M,0,2,0,0,78275
44,20,Partial High School,Clerical,F,S,1,2,0,0,39658
43,20,Partial High School,Clerical,F,S,0,2,0,0,45115
44,20,Partial High School,Clerical,F,S,1,2,0,0,53716
68,20,Partial College,Skilled Manual,M,S,0,1,0,0,51785
65,20,Partial College,Skilled Manual,M,S,0,1,0,0,55831
45,20,Partial College,Skilled Manual,F,S,0,2,0,0,44049
80,20,Partial College,Skilled Manual,M,M,1,2,0,0,99750
49,20,Partial College,Skilled Manual,F,S,1,2,0,0,80223
50,20,Partial College,Skilled Manual,F,S,0,2,0,0,77132
78,21,Partial College,Skilled Manual,M,M,0,2,0,0,82329
51,21,Partial College,Skilled Manual,F,S,0,2,0,0,79882
44,48,Partial College,Clerical,F,M,0,2,0,3,51432
47,47,Partial High School,Clerical,F,M,1,2,1,2,25178
44,47,Partial College,Clerical,F,M,0,2,0,3,48920
42,46,High School,Skilled Manual,F,M,0,2,0,3,31937
68,46,High School,Skilled Manual,M,M,1,2,0,3,38281
44,45,High School,Skilled Manual,F,M,0,2,0,3,42784
76,45,High School,Skilled Manual,M,M,1,2,0,3,54206
49,45,High School,Skilled Manual,F,M,1,2,0,3,31504
78,44,Partial College,Skilled Manual,M,M,0,2,0,3,63562
46,44,Partial College,Skilled Manual,F,M,0,2,0,3,48191
50,44,Partial College,Skilled Manual,F,M,1,2,0,3,66602
48,43,Partial High School,Clerical,F,M,0,2,0,3,49116
45,22,Partial College,Skilled Manual,F,S,0,2,0,0,41871
67,22,Partial College,Skilled Manual,M,M,1,2,0,0,57430
78,22,Partial College,Skilled Manual,M,M,1,2,0,0,91336
75,22,Partial College,Skilled Manual,M,M,1,2,0,0,79637
73,22,Partial College,Skilled Manual,M,S,0,2,0,0,88624
42,23,High School,Skilled Manual,F,S,1,2,0,0,26894
52,24,Partial College,Skilled Manual,F,M,1,2,0,0,79250
73,21,Partial College,Professional,M,S,0,2,0,0,105158
71,21,Partial College,Professional,M,S,1,2,0,0,98847
75,21,Partial College,Professional,M,S,0,2,0,0,95413
46,42,High School,Skilled Manual,F,S,1,2,0,2,94660
75,42,High School,Skilled Manual,M,S,1,2,0,2,111145
81,41,High School,Skilled Manual,M,M,0,2,0,2,101851
72,41,High School,Skilled Manual,M,S,0,2,0,2,107313
81,41,High School,Skilled Manual,M,M,0,2,0,2,97434
76,41,High School,Skilled Manual,M,S,0,2,0,2,103844
48,40,High School,Professional,F,S,1,2,0,2,85301
51,40,High School,Professional,F,M,1,2,0,2,70992
84,40,High School,Professional,M,M,1,2,0,2,97334
62,39,Bachelors ,Management,F,M,1,3,1,1,118933
110,39,Bachelors ,Management,M,M,1,3,1,4,178765
67,39,Bachelors ,Management,F,S,1,4,1,5,141745
49,40,Graduate Degree,Management,F,S,0,3,0,0,156037
69,38,Bachelors ,Management,F,M,1,4,1,4,144038
101,38,Bachelors ,Management,M,M,1,4,1,1,178508
64,38,Bachelors ,Management,F,M,1,4,1,1,140372
83,23,Partial College,Professional,M,M,1,2,0,0,92689
64,38,Bachelors ,Management,F,M,1,4,1,1,133469
119,38,Bachelors ,Management,M,S,1,0,2,2,169291
108,31,Graduate Degree,Management,M,M,1,4,1,1,171364
86,31,Bachelors ,Management,M,S,1,2,0,0,162111
74,40,Partial High School,Skilled Manual,M,M,0,2,0,2,75097
81,40,High School,Professional,M,M,0,2,0,2,101230
46,40,High School,Professional,F,M,1,2,0,2,63621
78,40,High School,Professional,M,M,0,2,0,2,96370
82,40,High School,Professional,M,M,0,2,0,2,71179
82,40,Partial College,Professional,M,M,1,1,0,2,118939
56,40,Partial College,Professional,F,M,1,1,0,2,106502
52,40,Partial College,Professional,F,S,1,1,0,2,97346
47,41,High School,Professional,F,M,1,2,0,2,78892
53,41,High School,Professional,F,M,1,2,0,2,99047
52,41,High School,Professional,F,M,1,2,0,2,79638
81,41,High School,Professional,M,M,0,2,0,2,93814
55,41,Partial College,Professional,F,M,1,2,0,3,82572
47,41,Partial College,Professional,F,M,1,2,0,3,71270
90,25,Graduate Degree,Skilled Manual,M,M,1,0,1,1,79445
56,25,Graduate Degree,Skilled Manual,F,M,1,0,1,1,65324
84,27,Bachelors ,Skilled Manual,M,M,1,0,1,1,50237
94,27,Bachelors ,Skilled Manual,M,M,1,1,1,1,63195
92,27,Bachelors ,Skilled Manual,M,M,1,1,1,1,78697
94,27,Bachelors ,Skilled Manual,M,M,1,1,1,1,74285
79,27,Bachelors ,Skilled Manual,M,M,1,1,1,1,39877
52,27,Bachelors ,Skilled Manual,F,M,1,1,1,1,39946
87,27,Bachelors ,Skilled Manual,M,M,1,1,1,1,69452
55,27,Graduate Degree,Professional,F,M,1,0,0,1,103188
55,28,Bachelors ,Skilled Manual,F,M,1,1,1,1,44724
95,28,Bachelors ,Skilled Manual,M,S,1,0,2,2,63202
64,28,Bachelors ,Skilled Manual,F,M,1,0,2,2,50001
99,28,Bachelors ,Skilled Manual,M,M,1,0,2,2,63803
79,26,Graduate Degree,Professional,M,M,1,0,0,3,117627
83,26,Graduate Degree,Professional,M,M,1,0,0,3,112174
57,27,Graduate Degree,Professional,F,M,1,0,0,1,93825
51,27,Graduate Degree,Professional,F,M,1,0,0,2,89224
83,27,Graduate Degree,Professional,M,M,1,0,0,2,125533
58,27,Graduate Degree,Professional,F,M,1,0,0,3,96076
84,27,Graduate Degree,Professional,M,M,1,0,0,4,121575
51,27,Graduate Degree,Professional,F,M,1,0,0,4,100910
53,27,Graduate Degree,Professional,F,M,1,0,0,4,84205
69,30,Bachelors ,Professional,M,S,1,1,0,0,51085
65,30,Bachelors ,Skilled Manual,F,M,1,1,2,2,47684
92,30,Bachelors ,Skilled Manual,M,S,1,1,2,2,52718
97,30,Bachelors ,Skilled Manual,M,S,1,1,2,2,62269
124,31,Bachelors ,Skilled Manual,M,M,1,0,3,3,99176
52,31,Graduate Degree,Professional,F,S,0,0,0,0,97001
85,31,Graduate Degree,Professional,M,M,0,0,0,0,114649
55,31,Graduate Degree,Professional,F,M,1,0,0,4,100478
52,31,Graduate Degree,Professional,F,M,1,0,0,4,101175
49,28,Graduate Degree,Professional,F,S,1,0,0,2,89258
158,28,Graduate Degree,Professional,M,M,1,3,5,5,109835
88,28,Graduate Degree,Professional,M,M,1,0,0,2,147356
88,28,Graduate Degree,Professional,M,M,1,0,0,3,136957
57,28,Graduate Degree,Professional,F,M,1,0,0,3,116798
74,32,Bachelors ,Professional,M,S,1,1,0,0,79749
47,32,Bachelors ,Professional,F,S,0,1,0,0,62209
44,32,Bachelors ,Professional,F,S,0,1,0,0,57826
64,32,Bachelors ,Skilled Manual,F,S,1,1,3,3,37559
68,32,Bachelors ,Skilled Manual,F,M,1,2,3,3,38735
107,32,Bachelors ,Skilled Manual,M,M,0,3,3,3,54285
47,32,Graduate Degree,Professional,F,M,1,0,0,0,94602
76,33,Bachelors ,Professional,M,S,0,1,0,0,71384
130,33,Bachelors ,Skilled Manual,M,S,1,2,4,4,92540
89,33,Bachelors ,Skilled Manual,F,S,0,3,4,4,87440
87,33,Bachelors ,Skilled Manual,F,M,1,3,4,4,85317
153,33,Bachelors ,Skilled Manual,M,M,1,3,5,5,102117
90,33,Bachelors ,Skilled Manual,F,S,1,3,5,5,80525
61,33,Bachelors ,Skilled Manual,F,S,0,2,2,4,78511
109,33,Bachelors ,Skilled Manual,M,M,1,2,2,4,100210
71,34,Bachelors ,Professional,F,M,1,2,2,4,92888
117,34,Bachelors ,Professional,M,M,1,2,2,4,113034
69,34,Bachelors ,Professional,F,M,1,2,2,4,89594
73,34,Bachelors ,Professional,F,M,1,2,2,4,79027
53,29,Bachelors ,Professional,F,S,0,1,0,0,99939
47,29,Bachelors ,Professional,F,S,1,1,0,0,79886
81,29,Bachelors ,Professional,M,M,0,1,0,0,104625
47,29,Bachelors ,Professional,F,S,1,1,0,0,82468
76,29,Bachelors ,Professional,M,S,0,1,0,0,105496
103,34,Bachelors ,Professional,M,S,1,2,2,4,98900
68,34,Graduate Degree,Professional,F,S,0,0,2,3,97197
65,34,Graduate Degree,Professional,F,M,1,0,2,3,89948
82,23,Bachelors ,Skilled Manual,M,M,1,0,1,1,58921
54,25,Partial High School,Manual,M,S,1,2,0,0,22550
38,25,Partial High School,Manual,F,S,0,2,0,0,16833
46,25,Partial High School,Manual,F,S,0,2,0,0,18487
65,24,High School,Manual,M,S,0,1,0,0,45992
55,24,Bachelors ,Skilled Manual,F,M,1,1,1,1,34581
52,24,Bachelors ,Skilled Manual,F,M,1,1,1,1,57504
39,25,Partial High School,Manual,F,S,0,2,0,0,24316
52,25,Bachelors ,Skilled Manual,F,M,1,1,1,1,40689
48,26,Partial High School,Manual,F,M,0,2,0,0,13589
62,26,Partial High School,Manual,M,S,1,2,0,0,23598
38,26,Partial High School,Manual,F,M,0,2,0,0,13251
69,26,High School,Manual,M,S,1,1,0,0,49896
67,26,High School,Manual,M,M,0,1,0,0,42355
96,27,Partial College,Clerical,M,S,1,0,2,2,62428
63,26,High School,Manual,M,S,1,1,0,0,43594
56,26,Partial College,Clerical,F,S,1,1,2,2,30076
65,26,Partial College,Clerical,F,M,0,1,2,2,54253
84,27,Partial College,Clerical,M,S,1,2,2,2,36444
47,23,Graduate Degree,Skilled Manual,F,S,1,0,0,0,71041
48,23,Graduate Degree,Skilled Manual,F,M,1,0,0,0,50250
79,23,Graduate Degree,Skilled Manual,M,M,1,0,0,0,76056
37,68,Partial College,Clerical,F,M,0,2,0,2,36682
42,66,Bachelors ,Skilled Manual,F,M,1,1,0,1,49317
40,66,Graduate Degree,Skilled Manual,F,M,1,1,0,1,37661
81,31,Graduate Degree,Skilled Manual,M,M,1,0,0,0,106324
91,31,Graduate Degree,Skilled Manual,M,M,1,0,0,0,106002
86,31,Graduate Degree,Skilled Manual,M,M,1,0,0,0,113926
47,44,High School,Manual,F,M,0,2,0,2,23663
60,44,High School,Manual,M,M,0,2,0,2,22742
68,44,High School,Manual,M,M,0,2,0,2,26527
59,44,High School,Manual,M,M,0,2,0,2,17669
63,44,High School,Manual,M,M,0,2,0,2,27597
64,43,Partial High School,Clerical,M,M,0,2,0,3,23876
44,43,High School,Clerical,F,M,1,1,0,1,42246
52,42,High School,Skilled Manual,F,M,1,2,0,2,53941
45,42,Partial College,Clerical,F,M,1,1,0,1,33155
47,41,High School,Skilled Manual,F,M,0,2,0,2,30020
49,41,High School,Skilled Manual,F,M,1,2,0,2,49013
75,41,High School,Skilled Manual,M,M,1,2,0,2,57325
44,41,High School,Skilled Manual,F,M,1,2,0,2,27441
51,41,High School,Skilled Manual,F,M,0,2,0,2,56979
48,40,High School,Skilled Manual,F,M,0,2,0,2,42345
53,40,High School,Skilled Manual,F,M,1,2,0,2,43794
48,40,High School,Skilled Manual,F,M,0,2,0,2,44797
72,40,High School,Skilled Manual,M,M,1,2,0,2,52837
70,40,High School,Skilled Manual,M,M,1,2,0,2,52427
45,40,Partial College,Clerical,F,M,1,1,0,1,53984
65,39,Partial College,Clerical,M,S,0,1,0,2,54919
70,39,Partial College,Clerical,M,S,0,1,0,2,67504
72,39,Partial College,Clerical,M,M,1,1,0,2,55835
89,39,Graduate Degree,Skilled Manual,M,M,0,0,0,5,137258
55,39,Graduate Degree,Skilled Manual,F,S,1,0,0,5,103689
58,39,Graduate Degree,Skilled Manual,F,M,1,0,0,5,115780
93,39,Graduate Degree,Skilled Manual,M,M,0,0,0,5,133783
90,39,Graduate Degree,Skilled Manual,M,M,0,0,0,4,125876
53,39,Graduate Degree,Skilled Manual,F,S,1,0,0,4,103795
64,38,Partial College,Clerical,M,S,0,1,0,2,40635
81,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,112880
49,38,Graduate Degree,Skilled Manual,F,S,1,0,0,4,85380
70,25,Graduate Degree,Skilled Manual,M,S,0,0,0,0,76153
44,25,Graduate Degree,Skilled Manual,F,S,1,0,0,0,50018
43,24,Graduate Degree,Skilled Manual,F,S,1,0,0,0,54369
74,24,Graduate Degree,Skilled Manual,M,M,1,0,0,0,66752
44,24,Graduate Degree,Skilled Manual,F,S,1,0,0,1,65122
65,25,Graduate Degree,Skilled Manual,M,S,1,0,0,1,61687
66,30,Graduate Degree,Manual,M,S,1,0,0,1,40066
42,35,Graduate Degree,Manual,F,S,0,0,0,1,32549
61,35,Graduate Degree,Manual,M,S,0,0,0,1,34912
62,35,Graduate Degree,Manual,M,S,0,0,0,1,26592
73,35,Graduate Degree,Manual,M,M,1,0,0,1,51939
40,35,Graduate Degree,Clerical,F,S,1,0,0,1,37647
74,35,Graduate Degree,Clerical,M,M,1,0,0,1,49614
42,36,Bachelors ,Manual,F,S,1,0,0,1,27879
45,36,Graduate Degree,Clerical,F,M,1,0,0,1,41387
59,62,Graduate Degree,Clerical,M,M,1,0,0,1,52208
43,61,Graduate Degree,Clerical,F,M,1,0,0,1,41912
63,61,Graduate Degree,Clerical,M,M,1,0,0,1,50000
70,40,Bachelors ,Clerical,M,M,1,0,0,1,48141
50,43,Partial College,Manual,F,M,1,1,0,2,26554
42,43,Partial College,Manual,F,M,1,1,0,2,25135
41,43,Partial College,Manual,F,S,0,1,0,2,16978
38,60,Graduate Degree,Clerical,F,S,0,0,0,1,42103
49,59,Bachelors ,Clerical,M,S,1,0,0,1,26191
40,56,Bachelors ,Clerical,F,S,1,0,0,1,45104
43,55,Partial College,Manual,F,M,1,1,0,2,14819
53,17,Partial College,Manual,M,S,1,1,0,0,22763
61,17,Partial College,Manual,M,M,0,1,0,0,14966
61,17,Partial College,Manual,M,M,1,1,0,0,14982
61,17,Partial College,Manual,M,M,1,1,0,0,15814
58,18,Partial College,Manual,M,M,1,1,0,0,26853
40,17,Partial College,Manual,F,S,0,1,0,0,12698
65,19,Partial College,Manual,M,M,1,1,0,0,21470
59,20,High School,Manual,M,M,1,2,0,0,18749
65,18,High School,Manual,M,S,0,0,1,1,14949
37,18,Bachelors ,Clerical,F,S,1,0,0,0,21111
39,19,Bachelors ,Clerical,F,S,0,0,0,0,31992
40,19,Bachelors ,Clerical,F,S,0,0,0,0,38276
63,20,Bachelors ,Clerical,M,M,0,0,0,0,27903
43,54,Partial College,Manual,F,M,1,0,0,1,26654
52,54,Partial College,Manual,M,S,0,1,0,2,19952
48,54,Bachelors ,Clerical,F,S,0,0,0,1,32614
42,54,Bachelors ,Clerical,F,M,0,0,0,1,44340
77,36,Partial College,Manual,M,M,1,0,1,1,24863
73,36,Graduate Degree,Clerical,M,M,1,0,0,4,61422
70,38,High School,Manual,M,S,0,1,1,1,29462
69,38,High School,Manual,M,S,0,1,1,1,17884
43,38,Partial College,Manual,F,S,0,1,0,2,22160
49,38,Graduate Degree,Clerical,F,M,0,0,0,3,58454
58,39,Partial College,Manual,M,S,0,1,0,2,23351
58,39,Partial College,Manual,M,S,1,1,0,2,28339
60,39,Partial College,Manual,M,S,0,1,0,2,24426
54,37,Graduate Degree,Clerical,F,M,1,0,0,3,64537
72,37,Bachelors ,Clerical,M,S,0,0,0,3,71735
44,37,Bachelors ,Clerical,F,S,0,0,0,3,52079
73,37,Graduate Degree,Clerical,M,S,0,0,0,3,88247
50,27,High School,Manual,F,S,0,1,1,1,18143
63,27,Partial College,Manual,M,S,0,1,0,0,29404
78,28,High School,Manual,M,S,1,0,2,2,29514
69,27,Bachelors ,Clerical,M,S,1,0,0,0,61584
46,27,Graduate Degree,Clerical,F,S,0,0,0,0,48499
64,28,Partial College,Manual,M,S,0,1,0,0,31303
51,28,Bachelors ,Clerical,F,M,1,0,0,0,51139
46,28,Bachelors ,Clerical,F,S,1,0,0,1,55420
42,28,Bachelors ,Clerical,F,S,1,0,0,1,43369
67,28,Bachelors ,Clerical,M,S,0,0,0,1,54271
47,28,Graduate Degree,Clerical,F,S,0,0,0,0,53327
73,28,Graduate Degree,Clerical,M,S,0,0,0,0,64065
49,28,Graduate Degree,Clerical,F,M,1,0,0,0,69629
52,28,Graduate Degree,Clerical,F,S,1,0,0,0,70869
52,28,Graduate Degree,Clerical,F,M,1,0,0,0,60921
44,28,Graduate Degree,Skilled Manual,F,S,0,0,0,0,57307
46,28,Graduate Degree,Skilled Manual,F,S,1,0,0,0,61678
49,75,Bachelors ,Clerical,M,M,1,2,0,3,32295
43,45,Partial College,Manual,F,M,0,2,0,3,15860
60,45,Partial College,Manual,M,M,1,2,0,3,13877
39,46,Partial College,Manual,F,S,0,1,0,2,14110
55,29,High School,Manual,F,M,0,1,2,2,15786
49,29,Partial College,Manual,F,S,0,0,1,1,22796
69,29,Partial College,Manual,M,S,1,0,1,1,22480
69,29,Partial College,Manual,M,S,1,1,1,1,22314
53,29,Partial College,Manual,F,S,0,1,1,1,28107
88,29,Bachelors ,Clerical,M,M,1,0,1,1,62694
82,29,Graduate Degree,Clerical,M,M,1,0,0,0,81486
70,29,Graduate Degree,Clerical,M,S,1,0,0,0,77272
72,30,Partial College,Manual,M,S,0,1,1,1,33365
73,30,Partial College,Manual,M,M,1,1,1,1,29072
48,30,Partial College,Manual,F,M,1,1,1,1,18382
53,30,Bachelors ,Clerical,F,M,1,0,1,1,37815
78,30,Bachelors ,Clerical,M,S,1,0,1,1,48142
57,30,Bachelors ,Clerical,F,S,0,0,1,1,55225
83,30,Bachelors ,Clerical,M,S,1,1,1,1,67315
63,31,Partial High School,Manual,F,S,1,2,4,5,20663
63,31,Partial High School,Manual,F,S,1,2,4,5,13312
81,31,High School,Manual,M,S,0,0,2,2,18955
84,31,High School,Manual,M,S,1,0,2,2,24675
52,31,Bachelors ,Clerical,F,S,1,1,1,1,57420
60,31,Bachelors ,Skilled Manual,F,M,1,1,1,1,59041
56,31,Bachelors ,Skilled Manual,F,M,1,1,1,1,57771
60,32,Partial High School,Manual,F,S,1,2,3,4,16452
94,32,Partial High School,Manual,M,S,1,2,3,4,33021
55,32,High School,Manual,F,S,1,0,2,2,26894
73,32,High School,Manual,M,S,1,1,2,2,18770
81,32,High School,Manual,M,S,1,1,2,2,25672
81,32,High School,Manual,M,S,1,1,2,2,24723
86,32,Bachelors ,Skilled Manual,M,M,1,2,1,1,73254
49,33,Partial High School,Manual,F,S,0,1,2,5,16046
80,33,High School,Manual,M,S,1,2,2,2,18555
94,33,High School,Manual,M,S,0,0,3,3,28943
91,33,High School,Manual,M,S,1,0,3,3,23090
94,33,High School,Manual,M,S,0,0,3,3,13204
64,33,Bachelors ,Skilled Manual,F,M,1,2,1,1,52979
76,34,Partial High School,Manual,M,S,1,2,2,3,11603
95,34,High School,Manual,M,S,0,2,3,3,24992
72,31,Bachelors ,Professional,M,S,1,0,0,0,77477
45,31,Bachelors ,Professional,F,S,1,0,0,0,59575
50,31,Bachelors ,Professional,F,M,1,0,0,0,62262
53,35,Partial College,Clerical,F,M,0,1,0,1,46832
58,32,Partial College,Clerical,F,S,1,1,2,2,42800
88,32,Partial College,Clerical,M,S,0,1,2,2,59537
76,32,Bachelors ,Skilled Manual,M,M,1,0,0,1,73380
46,32,Bachelors ,Skilled Manual,F,M,1,0,0,1,46198
47,32,Bachelors ,Skilled Manual,F,M,1,0,0,1,53548
54,33,Partial College,Clerical,F,S,1,2,2,2,43662
60,33,Partial College,Clerical,F,S,1,2,2,2,54839
91,34,Partial College,Clerical,M,S,1,2,2,2,54576
60,20,High School,Manual,M,S,1,1,0,0,33661
61,18,High School,Manual,F,S,1,2,4,4,26804
59,18,Partial College,Clerical,F,S,0,1,3,3,47185
92,18,Partial College,Clerical,M,S,1,1,3,3,53366
70,18,Partial College,Clerical,F,S,0,2,3,3,58024
75,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,47426
47,35,Partial College,Clerical,F,S,1,1,0,1,56813
69,35,Partial College,Clerical,M,S,0,1,0,1,51196
73,35,Bachelors ,Skilled Manual,M,M,1,1,0,1,52470
50,35,Bachelors ,Skilled Manual,F,M,1,1,0,1,42745
108,19,Partial College,Clerical,M,S,1,2,4,4,55003
102,19,Partial College,Clerical,M,S,1,3,4,4,40819
41,20,High School,Manual,F,S,0,1,0,0,23144
39,21,High School,Manual,F,S,1,1,0,0,24099
61,22,Partial High School,Manual,M,S,0,2,0,0,20066
38,22,High School,Manual,F,S,0,1,0,0,14787
39,21,High School,Manual,F,S,1,1,0,0,22198
63,21,Partial College,Clerical,M,S,0,1,0,0,54128
66,23,Partial High School,Manual,M,M,0,2,0,0,24719
43,22,Partial College,Clerical,F,S,1,1,0,0,42500
52,22,Bachelors ,Skilled Manual,F,M,1,0,1,1,36692
41,24,Partial High School,Manual,F,S,1,2,0,0,18562
59,24,Partial High School,Manual,M,S,0,2,0,0,27192
39,24,Partial High School,Manual,F,S,0,2,0,0,21147
39,24,Partial College,Clerical,F,S,0,1,0,0,40687
39,24,Partial College,Clerical,F,S,0,1,0,0,40687
43,23,Partial College,Clerical,F,S,1,1,0,0,33955
75,24,Graduate Degree,Skilled Manual,M,S,1,0,0,0,78336
49,25,Graduate Degree,Skilled Manual,F,M,1,0,0,1,63342
44,25,Graduate Degree,Skilled Manual,F,M,1,0,0,1,55708
128,26,High School,Skilled Manual,M,M,1,3,4,4,68975
79,26,Graduate Degree,Skilled Manual,M,S,1,0,0,1,104026
52,26,Graduate Degree,Skilled Manual,F,M,1,0,0,1,86064
51,26,Graduate Degree,Skilled Manual,F,M,1,0,0,1,80852
60,36,Bachelors ,Manual,M,M,1,0,0,1,19012
64,35,Graduate Degree,Clerical,M,S,1,0,0,1,45599
44,35,Graduate Degree,Clerical,F,S,0,0,0,1,37993
44,62,Graduate Degree,Clerical,F,M,0,0,0,1,71675
66,39,Bachelors ,Manual,M,M,0,0,0,1,40555
66,39,Bachelors ,Manual,M,S,1,0,0,1,32851
43,40,Partial College,Manual,F,S,1,0,0,1,20236
42,40,Partial College,Manual,F,S,1,0,0,1,24526
42,40,Partial College,Manual,F,S,1,0,0,1,24526
38,40,Partial College,Manual,F,S,0,0,0,1,22965
42,41,Partial College,Manual,F,S,1,0,0,2,25972
58,41,Partial College,Manual,M,S,0,0,0,2,23696
40,41,Bachelors ,Clerical,F,M,1,0,0,1,23691
41,41,Bachelors ,Clerical,F,S,0,0,0,1,29676
59,42,Partial College,Manual,M,S,1,1,0,2,28532
63,60,Graduate Degree,Clerical,M,M,1,0,0,1,36902
65,60,Graduate Degree,Clerical,M,M,1,0,0,1,67012
61,58,Bachelors ,Clerical,M,S,1,0,0,1,62334
65,17,Partial College,Manual,M,M,1,1,0,0,26535
46,17,Partial College,Manual,F,M,1,1,0,0,25442
52,17,Partial College,Manual,M,S,0,1,0,0,16496
58,18,Partial College,Manual,M,M,0,1,0,0,17491
55,17,Bachelors ,Clerical,M,S,0,0,0,0,14677
61,17,Bachelors ,Clerical,M,S,0,0,0,0,44047
60,17,Bachelors ,Clerical,M,M,1,0,0,0,38710
56,20,High School,Manual,M,S,0,2,0,0,11814
48,21,High School,Manual,F,S,0,0,1,1,21251
45,18,High School,Manual,F,S,0,0,1,1,18360
39,18,Bachelors ,Clerical,F,M,0,0,0,0,25865
42,18,Bachelors ,Clerical,F,S,0,0,0,0,24036
61,20,Partial College,Manual,M,S,1,0,0,0,37725
48,36,Partial College,Manual,F,S,1,0,1,1,15042
72,36,Graduate Degree,Clerical,M,M,0,0,0,3,56330
49,37,Partial College,Manual,F,S,0,0,1,1,25930
47,37,Partial College,Manual,F,S,1,0,1,1,30940
46,37,Partial College,Manual,F,S,1,0,1,1,27343
68,39,Graduate Degree,Clerical,M,S,0,0,0,1,73703
48,37,Graduate Degree,Clerical,F,S,1,0,0,3,63174
76,37,Bachelors ,Clerical,M,S,0,0,0,3,53394
46,37,Bachelors ,Clerical,F,M,0,0,0,3,56801
78,37,Graduate Degree,Clerical,M,M,1,0,0,3,76924
71,38,Bachelors ,Clerical,M,M,1,0,0,0,56663
53,38,Bachelors ,Clerical,F,M,1,0,0,0,44384
67,38,Bachelors ,Clerical,M,S,0,0,0,0,58318
73,38,Graduate Degree,Clerical,M,M,0,0,0,3,57469
65,39,Bachelors ,Clerical,M,S,1,0,0,1,56068
